"","Search","Program","Date","Title","Company","Location","Description"
"264","data analyst","MSBA","2022-08-10","Data Analyst","Aston Carter","Salt Lake City, UT 84101 (People's Freeway area)","Equivalent Experience *Description:* Candidates must be active members of the Church of Jesus Christ of Latter-Day Saints with an active Temple Recommend or the ability to quickly obtain one. *Thorough knowledge of MS Word and MS Excel, including the full utilization of these tools. *Must be able to create and manage data in Excel; from data lookups using th..."
"265","data architect","MSIS","2022-08-10","Data Architect - Senior","Intermountain Healthcare","West Valley City, UT","Job Description:* A Data Architect is responsible for designing relational and dimensional databases. The Data Architect applies relational theory and business process analysis to the development of logical data models and converts these logical models into physical database objects using data modeling CASE tools. The position develops and implements enterpr..."
"266","data analyst","MSBA","2022-08-10","Jr Data Analyst","pcfins/careers.com","Lehi, UT 84043","Role: Jr Data Analyst Intern *Schedule: Internship/Temporary with the opportunity to become permanent *What you’ll do:*Analyze data and report the results, trends, and patterns to relevant departments of the organization * Identify problems and propose solutions based on data analysis * Effectively clean and transform data in preparation for analysis * Work ..."
"267","business intelligence analyst","MSIS","2022-08-10","Sr. Business Intelligence Analyst","UFirst Credit Union","Salt Lake City, UT 84106","* Location: Administrative Office * Hours: 9:00 am – 6:00 pm, Monday – Friday*  * The experience you need to succeed: * Bachelor’s degree in Accounting, Business, Computer Science, Finance, or related field. *  3-5 years experience in data analysis and reporting. *  3+ years writing complex SQL queries. *  2+ years experience creating visualizations to expre..."
"268","data architect","MSIS","2022-08-10","Data Architect Sr","University of Utah","Salt Lake City, UT 84112 (East Bench area)","* *  Announcement *  *   *    *     Details *    *    *    *     *      *       *        Open Date*        *       *        08/09/2022*        *      *      *       *        Requisition Number*        *       *        PRN31779B*        *      *      *       *        Job Title*        *       *        Data Architect Sr*        *      *      *       *        W..."
"269","data engineer","MSIS","2022-08-09","Data Engineer","Alianza","Pleasant Grove, UT","* Alianza is looking for an experienced and results driven Data Engineer. The successful candidate will be the technical engine of the data team, building Python applications to ingest streaming and extracted data and persist to cloud storage. Will use Python and SQL with AWS cloud technologies to automate the generation and delivery of reports. Will utilize..."
"270","data architect","MSIS","2022-08-09","Data Engineer","Alianza","Pleasant Grove, UT","* Alianza is looking for an experienced and results driven Data Engineer. The successful candidate will be the technical engine of the data team, building Python applications to ingest streaming and extracted data and persist to cloud storage. Will use Python and SQL with AWS cloud technologies to automate the generation and delivery of reports. Will utilize..."
"271","data analyst","MSBA","2022-08-09","Senior Revenue Operations Analyst, Compensation","Circle","Remote in Salt Lake City, UT 84111","* *  Circle is a global financial technology firm that enables businesses of all sizes to harness the power of digital currency and public blockchains for payments, commerce and financial applications worldwide. Circle platforms and products provide a suite of internet-native financial services for payments, treasury infrastructure and capital formation. Cir..."
"272","security architect","MSCM","2022-08-09","Security Architect","Idaho Scientific","Salt Lake City, UT 84102 (Greater Avenues area)","Life is Short. Solve Hard Problems with Cool People. *Idaho Scientific is the Goldilocks of technology firms, combining the spirit of growth of a startup, with a financial footing and safety of a stable corporation. The perks of working at Idaho Scientific include all the benefits you'd expect from an employer who prioritizes a balanced human experience:*Com..."
"273","data analyst","MSBA","2022-08-09","Associate HR Data Analyst","Ivanti","Remote in Salt Lake City, UT","* *  Who We Are: *  * *  Ivanti's platform makes it possible for employees to stay productive, secure and engaged wherever they are. That starts with us. With headquarters in Utah, offices in London and Paris and nearly 3,200 employees in 25 countries around the world, we are the Everywhere Workplace – it's a great time to work for Ivanti! *  * *  We anticip..."
"274","data architect","MSIS","2022-08-09","ETL Development Manager","Mountain America Credit Union","Sandy, UT 84070","* *  LOCATION:*   9800 South Monroe Street*   Sandy, UT 84070*  *  *    To be effective, an individual must be able to perform each job duty successfully.*   Manage and direct team members through day to day process. Develop team goals and support individuals to achieve their team and individual development goals.*    Develop, analyze and prepare system requ..."
"275","data engineer","MSIS","2022-08-09","Junior Data Engineer","Serenity Healthcare","Lehi, UT 84043","* *  Junior Data Engineer*  * * *  Serenity Healthcare is hiring a Junior Data Engineer in our Lehi, UT headquarters. While previous ETL experience is preferred, we are open to exceptional entry-level talent for this role.*  * *  We intend to provide on the job training in data-skills: SQL, BI (*  PowerBI), ETL (*  SSIS), Warehousing (SQL Stored Procedures),..."
"276","data analyst","MSBA","2022-08-09","Junior Data Analyst","Serenity Healthcare","Lehi, UT 84043","* *  Junior Data Analyst*  * * *  Serenity Healthcare is hiring a Junior Data Analyst in our Lehi, UT headquarters. We are seeking exceptional entry-level talent for this role.*  * * *  Desired Skillsets:*  * Willing to provide on the job training *  Must be a quick learner *  Skills used in the role: *   SQL (80% of day) *     Stored Procedures *      Ad Ho..."
"277","data analyst","MSBA","2022-08-09","Data Analyst - LM","Sunrise Biztech Systems Private Limited","Salt Lake City, UT 84107","Contract: 4+ months*Job location: Salt lake City, Utah*Job description: *Bachelor's degree required* Strong data analytical skills* Strong Knowledge of writing SQL and analytics/database with recent experience* Proficiency in SQL and handling large datasets*Job Type: Contract*Schedule:*8 hour shift* Monday to Friday*COVID-19 considerations:yes*Experience:*da..."
